"","gene_ref","gene_id","gene_name","condition_1","condition_2","gene_switch_q_value","switchConsequencesGene","Rank"
"927","geneComp_00004432","Cryba4","Cryba4","sgC9","sgNTC",0.00239087270646063,FALSE,581
"928","geneComp_00015789","Irgm2","Irgm2","sgC9","sgNTC",0.00239440682849559,FALSE,582
"930","geneComp_00020481","Ptpdc1","Ptpdc1","sgC9","sgNTC",0.00242523436000676,FALSE,583
"932","geneComp_00004166","Cntrob","Cntrob","sgC9","sgNTC",0.00244388966964662,TRUE,584
"934","geneComp_00001626","Aifm2","Aifm2","sgC9","sgNTC",0.00249162478675149,TRUE,585
"936","geneComp_00021658","Ryk","Ryk","sgC9","sgNTC",0.0024978161920207,FALSE,586
"938","geneComp_00017596","Mrps33","Mrps33","sgC9","sgNTC",0.00256885629047001,TRUE,587
"940","geneComp_00015045","Hccs","Hccs","sgC9","sgNTC",0.00258101237288623,FALSE,588
"942","geneComp_00015888","Jag2","Jag2","sgC9","sgNTC",0.00260574438785356,TRUE,589
"943","geneComp_00017627","Msh5","Msh5","sgC9","sgNTC",0.00264399643154397,TRUE,590
"945","geneComp_00003651","Cdkn2c","Cdkn2c","sgC9","sgNTC",0.0026562053410034,FALSE,591
"947","geneComp_00022193","Sigirr","Sigirr","sgC9","sgNTC",0.0027001467819954,TRUE,592
"949","geneComp_00019468","Phax","Phax","sgC9","sgNTC",0.00275233414140872,FALSE,593
"950","geneComp_00016201","Klhl24","Klhl24","sgC9","sgNTC",0.00275775083244204,TRUE,594
"951","geneComp_00001854","Ankrd33b","Ankrd33b","sgC9","sgNTC",0.00281207474680124,TRUE,595
"952","geneComp_00025410","Wdpcp","Wdpcp","sgC9","sgNTC",0.00301018644503835,FALSE,596
"953","geneComp_00020570","Pyroxd2","Pyroxd2","sgC9","sgNTC",0.00309331989040413,TRUE,597
"954","geneComp_00016195","Klhl18","Klhl18","sgC9","sgNTC",0.00313135322445512,FALSE,598
"956","geneComp_00017870","N4bp2","N4bp2","sgC9","sgNTC",0.00313135322445512,TRUE,599
"957","geneComp_00025681","Zc2hc1a","Zc2hc1a","sgC9","sgNTC",0.00321726373472008,TRUE,600
"958","geneComp_00022299","Slc17a5","Slc17a5","sgC9","sgNTC",0.00322266700519071,TRUE,601
"960","geneComp_00016486","Lime1","Lime1","sgC9","sgNTC",0.00325582678097139,TRUE,602
"961","geneComp_00013942","Gm7240","Gm7240","sgC9","sgNTC",0.00335230618647172,TRUE,603
"962","geneComp_00007873","Gm10033","Gm10033","sgC9","sgNTC",0.00338350000477527,TRUE,604
"963","geneComp_00021755","Sbno1","Sbno1","sgC9","sgNTC",0.00339734623979167,TRUE,605
"965","geneComp_00007840","Glmn","Glmn","sgC9","sgNTC",0.00341536578485066,TRUE,606
"966","geneComp_00001286","Acad8","Acad8","sgC9","sgNTC",0.00348682118220537,TRUE,607
"967","geneComp_00007090","Fam53b","Fam53b","sgC9","sgNTC",0.00350615707002534,FALSE,608
"968","geneComp_00003965","Ciz1","Ciz1","sgC9","sgNTC",0.00352055314221533,FALSE,609
"969","geneComp_00004274","Coq8a","Coq8a","sgC9","sgNTC",0.00353063668673498,TRUE,610
"970","geneComp_00007797","Gipc2","Gipc2","sgC9","sgNTC",0.00365541021808052,TRUE,611
"971","geneComp_00016622","Lrr1","Lrr1","sgC9","sgNTC",0.00373558155971773,TRUE,612
"972","geneComp_00016069","Kctd9","Kctd9","sgC9","sgNTC",0.00382541196477106,TRUE,613
"973","geneComp_00018102","Nek1","Nek1","sgC9","sgNTC",0.00390813426357349,TRUE,614
"975","geneComp_00008586","Gm12976","Gm12976","sgC9","sgNTC",0.00391188179169683,TRUE,615
"977","geneComp_00019944","Pomt2","Pomt2","sgC9","sgNTC",0.0039572949663548,TRUE,616
"979","geneComp_00026201","Zmynd10","Zmynd10","sgC9","sgNTC",0.0039572949663548,TRUE,617
"980","geneComp_00022491","Slc3a2","Slc3a2","sgC9","sgNTC",0.00403666836549949,TRUE,618
"981","geneComp_00014790","Gstp2","Gstp2","sgC9","sgNTC",0.0040398287977126,TRUE,619
"982","geneComp_00019751","Plekhb1","Plekhb1","sgC9","sgNTC",0.00405200682165889,TRUE,620
"983","geneComp_00022574","Slc9a5","Slc9a5","sgC9","sgNTC",0.00408802885888495,TRUE,621
"985","geneComp_00020809","Rb1cc1","Rb1cc1","sgC9","sgNTC",0.00431145841163551,TRUE,622
"986","geneComp_00024844","Ube2d-ps","Ube2d-ps","sgC9","sgNTC",0.00432250380743838,FALSE,623
"987","geneComp_00014581","Gpatch8","Gpatch8","sgC9","sgNTC",0.00434970560023583,TRUE,624
"989","geneComp_00001339","Acp1","Acp1","sgC9","sgNTC",0.00435483102810771,FALSE,625
"990","geneComp_00020590","Qtrt2","Qtrt2","sgC9","sgNTC",0.00450458050900159,TRUE,626
"991","geneComp_00016248","Kmt2e","Kmt2e","sgC9","sgNTC",0.0045942091982407,TRUE,627
"993","geneComp_00020028","Ppme1","Ppme1","sgC9","sgNTC",0.00466612307568201,TRUE,628
"995","geneComp_00002273","Atad3a","Atad3a","sgC9","sgNTC",0.00467024134167,TRUE,629
"996","geneComp_00001556","Agap1","Agap1","sgC9","sgNTC",0.00484868019834083,TRUE,630
"998","geneComp_00005408","E130317F20Rik","E130317F20Rik","sgC9","sgNTC",0.00486104909407923,TRUE,631
"1000","geneComp_00014846","Guf1","Guf1","sgC9","sgNTC",0.00490395579702549,TRUE,632
"1002","geneComp_00022714","Smug1","Smug1","sgC9","sgNTC",0.00493858522044616,FALSE,633
"1003","geneComp_00025341","Vps37a","Vps37a","sgC9","sgNTC",0.00496288228102622,TRUE,634
"1004","geneComp_00004408","Crlf3","Crlf3","sgC9","sgNTC",0.00503005049941169,TRUE,635
"1005","geneComp_00022437","Slc35b2","Slc35b2","sgC9","sgNTC",0.00506902076664105,TRUE,636
"1006","geneComp_00004173","Coasy","Coasy","sgC9","sgNTC",0.00509166498260675,TRUE,637
"1008","geneComp_00014456","Gm9922","Gm9922","sgC9","sgNTC",0.00527424103213865,FALSE,638
"1010","geneComp_00002140","Arl2bp","Arl2bp","sgC9","sgNTC",0.00527665949792114,TRUE,639
"1011","geneComp_00016527","Lmbr1","Lmbr1","sgC9","sgNTC",0.005280652140956,TRUE,640
"1012","geneComp_00004272","Coq6","Coq6","sgC9","sgNTC",0.00532449746902892,TRUE,641
"1013","geneComp_00015588","Il11ra1","Il11ra1","sgC9","sgNTC",0.00532449746902892,TRUE,642
"1014","geneComp_00023585","Tbx3","Tbx3","sgC9","sgNTC",0.00532623897269172,TRUE,643
"1015","geneComp_00009973","Gm19605","Gm19605","sgC9","sgNTC",0.00537295085928822,TRUE,644
"1016","geneComp_00005026","Dicer1","Dicer1","sgC9","sgNTC",0.00548071901638945,TRUE,645
"1017","geneComp_00023173","Stab1","Stab1","sgC9","sgNTC",0.00553223954200004,TRUE,646
"1018","geneComp_00020991","Rgl1","Rgl1","sgC9","sgNTC",0.00556433618163367,FALSE,647
"1019","geneComp_00016963","Marchf8","Marchf8","sgC9","sgNTC",0.00565910565831413,TRUE,648
"1021","geneComp_00017941","Nat10","Nat10","sgC9","sgNTC",0.00578019436254329,TRUE,649
"1023","geneComp_00025153","Vgf","Vgf","sgC9","sgNTC",0.00579247298022544,TRUE,650
"1024","geneComp_00016701","Lsm11","Lsm11","sgC9","sgNTC",0.00580727642085055,TRUE,651
"1026","geneComp_00021281","Rpl14","Rpl14","sgC9","sgNTC",0.00580727642085055,TRUE,652
"1028","geneComp_00020552","Pxdn","Pxdn","sgC9","sgNTC",0.00590230229436419,TRUE,653
"1029","geneComp_00003736","Cep19","Cep19","sgC9","sgNTC",0.00612893724672608,FALSE,654
"1031","geneComp_00020861","Rbm6","Rbm6","sgC9","sgNTC",0.0061393476457365,TRUE,655
"1033","geneComp_00021909","Selenok","Selenok","sgC9","sgNTC",0.00614107389057601,FALSE,656
"1035","geneComp_00009739","Gm17501","Gm17501","sgC9","sgNTC",0.00615533463151078,TRUE,657
"1037","geneComp_00025098","Utp6","Utp6","sgC9","sgNTC",0.00620009325651481,TRUE,658
"1038","geneComp_00016482","Lima1","Lima1","sgC9","sgNTC",0.00662272601735599,TRUE,659
"1040","geneComp_00007645","Garin5a","Garin5a","sgC9","sgNTC",0.00687747057077823,TRUE,660
"1041","geneComp_00001866","Ankrd49","Ankrd49","sgC9","sgNTC",0.00717451978019845,TRUE,661
"1042","geneComp_00025491","Whrn","Whrn","sgC9","sgNTC",0.00718625950168586,TRUE,662
"1043","geneComp_00008477","Gm12602","Gm12602","sgC9","sgNTC",0.00721346494789469,TRUE,663
"1044","geneComp_00017484","Mpzl1","Mpzl1","sgC9","sgNTC",0.00736807630629118,TRUE,664
"1046","geneComp_00003930","Chtf18","Chtf18","sgC9","sgNTC",0.00742658923505835,FALSE,665
"1048","geneComp_00002252","Asph","Asph","sgC9","sgNTC",0.00751448437345406,TRUE,666
"1049","geneComp_00004973","Dgcr2","Dgcr2","sgC9","sgNTC",0.00752683581486851,FALSE,667
"1050","geneComp_00000923","8030462N17Rik","8030462N17Rik","sgC9","sgNTC",0.00754641540902066,FALSE,668
"1051","geneComp_00020006","Ppig","Ppig","sgC9","sgNTC",0.00756838106635968,TRUE,669
"1052","geneComp_00005243","Dph6","Dph6","sgC9","sgNTC",0.00757156717237992,TRUE,670
"1053","geneComp_00017074","Mdm4","Mdm4","sgC9","sgNTC",0.00762073660447013,TRUE,671
"1054","geneComp_00003241","Cbx4","Cbx4","sgC9","sgNTC",0.00789748003768551,TRUE,672
"1056","geneComp_00007768","Ggps1","Ggps1","sgC9","sgNTC",0.00790753543816906,TRUE,673
"1057","geneComp_00021853","Sdha","Sdha","sgC9","sgNTC",0.00795684107989275,TRUE,674
"1058","geneComp_00002899","Btbd8","Btbd8","sgC9","sgNTC",0.00807772139047551,TRUE,675
"1059","geneComp_00024885","Ubfd1","Ubfd1","sgC9","sgNTC",0.00811546334040046,TRUE,676
"1061","geneComp_00020776","Rasal2","Rasal2","sgC9","sgNTC",0.00817505406370874,TRUE,677
"1062","geneComp_00017136","Meis1","Meis1","sgC9","sgNTC",0.00826890734418461,TRUE,678
"1063","geneComp_00002240","Ash1l","Ash1l","sgC9","sgNTC",0.00840903114525555,FALSE,679
"1065","geneComp_00010652","Gm28036","Gm28036","sgC9","sgNTC",0.00842870077582985,TRUE,680
"1067","geneComp_00007132","Farp2","Farp2","sgC9","sgNTC",0.00852503764232457,TRUE,681
"1069","geneComp_00008719","Gm13387","Gm13387","sgC9","sgNTC",0.00870698127835852,TRUE,682
"1070","geneComp_00017716","Mtmr4","Mtmr4","sgC9","sgNTC",0.00870698127835852,TRUE,683
"1072","geneComp_00024996","Upk3bl","Upk3bl","sgC9","sgNTC",0.0087736606384661,FALSE,684
"1073","geneComp_00011334","Gm36033","Gm36033","sgC9","sgNTC",0.00879071027206906,FALSE,685
"1074","geneComp_00000042","1190007I07Rik","1190007I07Rik","sgC9","sgNTC",0.00887481828364171,TRUE,686
"1075","geneComp_00024010","Tmem147","Tmem147","sgC9","sgNTC",0.00888585385587687,TRUE,687
"1076","geneComp_00015251","Homer1","Homer1","sgC9","sgNTC",0.00889486803694779,FALSE,688
"1077","geneComp_00021481","Rps23","Rps23","sgC9","sgNTC",0.00902243766191836,TRUE,689
"1078","geneComp_00024332","Tor3a","Tor3a","sgC9","sgNTC",0.00904966611399713,TRUE,690
"1080","geneComp_00026265","Zyx","Zyx","sgC9","sgNTC",0.00906618558327121,TRUE,691
"1082","geneComp_00004785","Dalrd3","Dalrd3","sgC9","sgNTC",0.00915283899903097,TRUE,692
"1084","geneComp_00000812","4933434E20Rik","4933434E20Rik","sgC9","sgNTC",0.00921014314037426,TRUE,693
"1085","geneComp_00006741","Epc2","Epc2","sgC9","sgNTC",0.00928405556292848,TRUE,694
"1087","geneComp_00026017","Zfp74","Zfp74","sgC9","sgNTC",0.00931492835549375,TRUE,695
"1089","geneComp_00002900","Btbd9","Btbd9","sgC9","sgNTC",0.00934560525094043,TRUE,696
"1090","geneComp_00015457","Id3","Id3","sgC9","sgNTC",0.00934560525094043,FALSE,697
"1092","geneComp_00002981","C230037L18Rik","C230037L18Rik","sgC9","sgNTC",0.00937726160267534,TRUE,698
"1093","geneComp_00005691","Elp6","Elp6","sgC9","sgNTC",0.00958791515805419,TRUE,699
"1094","geneComp_00002484","B230217C12Rik","B230217C12Rik","sgC9","sgNTC",0.0096245723108059,TRUE,700
"1095","geneComp_00019564","Pigq","Pigq","sgC9","sgNTC",0.0096245723108059,TRUE,701
"1096","geneComp_00005639","Eif4g3","Eif4g3","sgC9","sgNTC",0.00963825339298612,FALSE,702
"1098","geneComp_00015907","Jmjd4","Jmjd4","sgC9","sgNTC",0.00967198731017079,FALSE,703
"1099","geneComp_00002603","Bbof1","Bbof1","sgC9","sgNTC",0.00972374798346208,TRUE,704
"1100","geneComp_00004406","Crlf1","Crlf1","sgC9","sgNTC",0.00974568353463375,TRUE,705
"1102","geneComp_00017172","Mettl25","Mettl25","sgC9","sgNTC",0.00975314083539728,TRUE,706
"1103","geneComp_00003316","Ccdc191","Ccdc191","sgC9","sgNTC",0.00989277888376597,FALSE,707
"1104","geneComp_00024168","Tmem80","Tmem80","sgC9","sgNTC",0.00991916481591735,TRUE,708
"1105","geneComp_00020110","Pradc1","Pradc1","sgC9","sgNTC",0.0099414348337241,TRUE,709
"1106","geneComp_00009416","Gm15987","Gm15987","sgC9","sgNTC",0.0100926106758586,TRUE,710
"1107","geneComp_00001635","Airn","Airn","sgC9","sgNTC",0.0103074170364198,TRUE,711
"1108","geneComp_00026226","Zrsr2","Zrsr2","sgC9","sgNTC",0.0105531517551997,FALSE,712
"1109","geneComp_00017164","Mettl17","Mettl17","sgC9","sgNTC",0.0106400944780386,TRUE,713
"1110","geneComp_00024584","Trpt1","Trpt1","sgC9","sgNTC",0.0108200458012067,TRUE,714
"1112","geneComp_00019988","Ppcdc","Ppcdc","sgC9","sgNTC",0.0109897399509025,TRUE,715
"1113","geneComp_00020183","Primpol","Primpol","sgC9","sgNTC",0.0110778577130147,TRUE,716
"1114","geneComp_00024350","Tpk1","Tpk1","sgC9","sgNTC",0.0110996221683778,TRUE,717
"1115","geneComp_00017871","N4bp2l1","N4bp2l1","sgC9","sgNTC",0.011130184161393,TRUE,718
"1116","geneComp_00022264","Slc10a7","Slc10a7","sgC9","sgNTC",0.0112144489571824,TRUE,719
"1118","geneComp_00020065","Ppp1r3f","Ppp1r3f","sgC9","sgNTC",0.0112154358746983,TRUE,720
"1119","geneComp_00005440","Eaf2","Eaf2","sgC9","sgNTC",0.0113369398480152,FALSE,721
"1120","geneComp_00015000","Haghl","Haghl","sgC9","sgNTC",0.011366465831579,TRUE,722
"1121","geneComp_00001447","Adamtsl4","Adamtsl4","sgC9","sgNTC",0.0114125781155362,FALSE,723
"1123","geneComp_00003143","Caprin2","Caprin2","sgC9","sgNTC",0.0114980182695572,TRUE,724
"1125","geneComp_00014822","Gtf3c6","Gtf3c6","sgC9","sgNTC",0.011552056901237,TRUE,725
"1126","geneComp_00002401","Atpsckmt","Atpsckmt","sgC9","sgNTC",0.0116066125823182,TRUE,726
"1127","geneComp_00004144","Cnppd1","Cnppd1","sgC9","sgNTC",0.0117246206222543,FALSE,727
"1129","geneComp_00012289","Gm45844","Gm45844","sgC9","sgNTC",0.0120960799746251,TRUE,728
"1130","geneComp_00017825","Myo19","Myo19","sgC9","sgNTC",0.0121390462927868,TRUE,729
"1131","geneComp_00019278","Pcyt2","Pcyt2","sgC9","sgNTC",0.0123002001325017,FALSE,730
"1132","geneComp_00010979","Gm30938","Gm30938","sgC9","sgNTC",0.0123130407827223,TRUE,731
"1134","geneComp_00008558","Gm12905","Gm12905","sgC9","sgNTC",0.0123201227341599,TRUE,732
"1135","geneComp_00020146","Prdm11","Prdm11","sgC9","sgNTC",0.0125033523860044,TRUE,733
"1137","geneComp_00016635","Lrrc27","Lrrc27","sgC9","sgNTC",0.0125440069354849,TRUE,734
"1138","geneComp_00021149","Rnf138","Rnf138","sgC9","sgNTC",0.012573057275878,TRUE,735
"1140","geneComp_00006039","ENSMUSG00000120369","ENSMUSG00000120369","sgC9","sgNTC",0.0126236680724527,TRUE,736
"1141","geneComp_00007127","Far1","Far1","sgC9","sgNTC",0.0126237970259591,FALSE,737
"1143","geneComp_00007361","Flna","Flna","sgC9","sgNTC",0.0126479158532118,TRUE,738
"1144","geneComp_00023791","Thada","Thada","sgC9","sgNTC",0.0126793833912205,TRUE,739
"1146","geneComp_00002399","Atpaf2","Atpaf2","sgC9","sgNTC",0.0128353489191125,TRUE,740
"1147","geneComp_00019022","P2rx7","P2rx7","sgC9","sgNTC",0.0128821962464107,TRUE,741
"1148","geneComp_00025647","Zbtb18","Zbtb18","sgC9","sgNTC",0.0129228694249792,TRUE,742
"1149","geneComp_00021642","Rusc2","Rusc2","sgC9","sgNTC",0.013125064324538,TRUE,743
"1150","geneComp_00000875","5830454E08Rik","5830454E08Rik","sgC9","sgNTC",0.013126401988182,FALSE,744
"1152","geneComp_00002595","Baz2b","Baz2b","sgC9","sgNTC",0.0132091603754602,TRUE,745
"1153","geneComp_00020648","Rab3il1","Rab3il1","sgC9","sgNTC",0.0135786756394894,TRUE,746
"1154","geneComp_00025566","Xpot","Xpot","sgC9","sgNTC",0.013618183928353,TRUE,747
"1156","geneComp_00015371","Hspa12a","Hspa12a","sgC9","sgNTC",0.0137930972646125,TRUE,748
"1158","geneComp_00006770","Epor","Epor","sgC9","sgNTC",0.0139694423408611,TRUE,749
"1160","geneComp_00017481","Mpv17l","Mpv17l","sgC9","sgNTC",0.0141396885780882,FALSE,750
"1161","geneComp_00006728","Ep300","Ep300","sgC9","sgNTC",0.0143311434425972,TRUE,751
"1163","geneComp_00017195","Mfap3","Mfap3","sgC9","sgNTC",0.0144466398963615,TRUE,752
"1164","geneComp_00019870","Poc1b","Poc1b","sgC9","sgNTC",0.0144557206464108,TRUE,753
"1166","geneComp_00020446","Ptgds","Ptgds","sgC9","sgNTC",0.0145487675493934,FALSE,754
"1167","geneComp_00001307","Acd","Acd","sgC9","sgNTC",0.0145635424827526,TRUE,755
"1168","geneComp_00020618","Rab21","Rab21","sgC9","sgNTC",0.0145850827297057,TRUE,756
"1170","geneComp_00020507","Ptprj","Ptprj","sgC9","sgNTC",0.0146477156280202,TRUE,757
"1172","geneComp_00018394","Nr2c2","Nr2c2","sgC9","sgNTC",0.014691617158441,TRUE,758
"1174","geneComp_00021061","Rigi","Rigi","sgC9","sgNTC",0.0149692938662701,TRUE,759
"1175","geneComp_00017629","Msi1","Msi1","sgC9","sgNTC",0.0151693242495419,TRUE,760
